Task,Mode,Participant,Run time,Created at,Robot count
robot_positioning,default,54n2LUz7cTpib8Rh_zJCcQ,58.568,2013-09-11 12:16:08 UTC,4,Mozilla/5.0 (Windows NT 6.1; rv:23.0) Gecko/20100101 Firefox/23.0
maze_positioning,default,rx65cZryD_Ne4tUiuuogDw,106.053,2013-09-11 12:22:23 UTC,331,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,Du3SMFmsiopy2x5QWkWHPw,117.754,2013-09-11 12:32:18 UTC,422,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,Du3SMFmsiopy2x5QWkWHPw,71.701,2013-09-11 12:37:39 UTC,50,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,ygR0RwSC9WtTLux2k8dZzA,78.761,2013-09-11 12:45:26 UTC,6,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,ygR0RwSC9WtTLux2k8dZzA,46.431,2013-09-11 12:47:06 UTC,5,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,ygR0RwSC9WtTLux2k8dZzA,43.755,2013-09-11 12:48:17 UTC,6,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,ygR0RwSC9WtTLux2k8dZzA,2.398,2013-09-11 12:48:40 UTC,1,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,Du3SMFmsiopy2x5QWkWHPw,142.998,2013-09-11 12:52:22 UTC,463,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,ygR0RwSC9WtTLux2k8dZzA,210.695,2013-09-11 12:54:59 UTC,446,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,8ni7GHYBfeBd5EhwOewiLQ,110.336,2013-09-11 13:12:14 UTC,144,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0
robot_positioning,default,8ni7GHYBfeBd5EhwOewiLQ,147.049,2013-09-11 13:15:26 UTC,8,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0
varying_visualization,convex-hull,Du3SMFmsiopy2x5QWkWHPw,97.896,2013-09-11 13:20:35 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_visualization,full-state,Du3SMFmsiopy2x5QWkWHPw,79.194,2013-09-11 13:22:52 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,Y4WXMNfyBEfkixxEMbpG0Q,152.205,2013-09-11 13:24:39 UTC,481,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,-7yYeNCZ6nyqdQhZqSVjWA,146.524,2013-09-11 13:24:40 UTC,60,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,Du3SMFmsiopy2x5QWkWHPw,115.393,2013-09-11 13:25:16 UTC,250,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,tqt_VfMZVMKlP1wTuhyRhA,117.462,2013-09-11 13:26:38 UTC,359,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; AskTbORJ/5.15.23.36191; .NET4.0E; BRI/2)
maze_positioning,default,Du3SMFmsiopy2x5QWkWHPw,72.942,2013-09-11 13:26:47 UTC,215,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_control,global,Du3SMFmsiopy2x5QWkWHPw,100.658,2013-09-11 13:29:00 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_control,attractive,Du3SMFmsiopy2x5QWkWHPw,57.499,2013-09-11 13:30:48 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_control,attractive,Du3SMFmsiopy2x5QWkWHPw,26.876,2013-09-11 13:32:48 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_control,attractive,Du3SMFmsiopy2x5QWkWHPw,41.991,2013-09-11 13:33:40 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,tqt_VfMZVMKlP1wTuhyRhA,429.746,2013-09-11 13:34:14 UTC,8,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; AskTbORJ/5.15.23.36191; .NET4.0E; BRI/2)
varying_control,attractive,Du3SMFmsiopy2x5QWkWHPw,44.97,2013-09-11 13:34:36 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_visualization,full-state,Du3SMFmsiopy2x5QWkWHPw,119.425,2013-09-11 13:37:12 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_visualization,mean & variance,Du3SMFmsiopy2x5QWkWHPw,126.845,2013-09-11 13:39:35 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
pyramid_building,6.6,tqt_VfMZVMKlP1wTuhyRhA,444.644,2013-09-11 13:42:03 UTC,8,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; AskTbORJ/5.15.23.36191; .NET4.0E; BRI/2)
robot_positioning,default,Du3SMFmsiopy2x5QWkWHPw,98.805,2013-09-11 13:44:20 UTC,9,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,Du3SMFmsiopy2x5QWkWHPw,9.752,2013-09-11 13:44:46 UTC,4,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,9kWHQlCq9pCBnZse7jztuQ,15.228,2013-09-11 13:46:04 UTC,3,Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0
robot_positioning,default,Du3SMFmsiopy2x5QWkWHPw,7.279,2013-09-11 13:46:36 UTC,2,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,Du3SMFmsiopy2x5QWkWHPw,40.646,2013-09-11 13:47:24 UTC,5,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,Q1GXEbUvT9QEDy2Q6sptKQ,203.746,2013-09-11 13:47:44 UTC,154,Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0
varying_control,attractive,4B8BZhyDFaixeUhyO3wQVQ,107.287,2013-09-11 13:50:39 UTC,16,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET CLR 1.1.4322; .NET4.0C; .NET4.0E)
pyramid_building,9.4,9kWHQlCq9pCBnZse7jztuQ,318.709,2013-09-11 13:52:09 UTC,8,Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0
varying_visualization,convex-hull,9kWHQlCq9pCBnZse7jztuQ,201.849,2013-09-11 13:56:04 UTC,100,Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0
varying_visualization,mean,4B8BZhyDFaixeUhyO3wQVQ,405.782,2013-09-11 13:58:14 UTC,100,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET CLR 1.1.4322; .NET4.0C; .NET4.0E)
varying_control,attractive,9kWHQlCq9pCBnZse7jztuQ,124.697,2013-09-11 14:00:36 UTC,16,Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0
varying_visualization,convex-hull,4B8BZhyDFaixeUhyO3wQVQ,179.464,2013-09-11 14:01:37 UTC,100,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET CLR 1.1.4322; .NET4.0C; .NET4.0E)
maze_positioning,default,_YTqHmHjzv13vPThRNbraw,146.428,2013-09-11 14:02:35 UTC,430,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0
maze_positioning,default,_YTqHmHjzv13vPThRNbraw,87.128,2013-09-11 14:04:20 UTC,271,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0
maze_positioning,default,9kWHQlCq9pCBnZse7jztuQ,140.538,2013-09-11 14:04:54 UTC,46,Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0
maze_positioning,default,N5hC02gRr2UYlcWSxXYC2g,98.353,2013-09-11 14:05:01 UTC,29,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 Safari/537.22"
varying_visualization,full-state,4B8BZhyDFaixeUhyO3wQVQ,175.751,2013-09-11 14:05:25 UTC,100,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET CLR 1.1.4322; .NET4.0C; .NET4.0E)
robot_positioning,default,4B8BZhyDFaixeUhyO3wQVQ,4.209,2013-09-11 14:06:14 UTC,1,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET CLR 1.1.4322; .NET4.0C; .NET4.0E)
varying_control,global,_YTqHmHjzv13vPThRNbraw,70.79,2013-09-11 14:06:15 UTC,16,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0
maze_positioning,default,N5hC02gRr2UYlcWSxXYC2g,116.823,2013-09-11 14:07:33 UTC,465,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 Safari/537.22"
robot_positioning,default,4B8BZhyDFaixeUhyO3wQVQ,7.131,2013-09-11 14:07:34 UTC,3,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET CLR 1.1.4322; .NET4.0C; .NET4.0E)
robot_positioning,default,4B8BZhyDFaixeUhyO3wQVQ,152.649,2013-09-11 14:10:31 UTC,5,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET CLR 1.1.4322; .NET4.0C; .NET4.0E)
pyramid_building,6.9,Du3SMFmsiopy2x5QWkWHPw,219.815,2013-09-11 14:15:48 UTC,8,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,9gUADxNUpOb1qga9NvNh_A,3.061,2013-09-11 14:17:37 UTC,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36"
maze_positioning,default,9kWHQlCq9pCBnZse7jztuQ,96.014,2013-09-11 14:06:55 UTC,29,Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0
robot_positioning,default,4B8BZhyDFaixeUhyO3wQVQ,32.631,2013-09-11 14:06:59 UTC,2,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET CLR 1.1.4322; .NET4.0C; .NET4.0E)
maze_positioning,default,A4MWwNJfJwb3gBYWuuMRXg,189.412,2013-09-11 14:15:09 UTC,474,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:23.0) Gecko/20100101 Firefox/23.0
maze_positioning,default,9gUADxNUpOb1qga9NvNh_A,97.363,2013-09-11 14:16:55 UTC,448,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36"
robot_positioning,default,9gUADxNUpOb1qga9NvNh_A,3.187,2013-09-11 14:17:20 UTC,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36"
pyramid_building,5.3,Du3SMFmsiopy2x5QWkWHPw,173.861,2013-09-11 14:18:54 UTC,8,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
pyramid_building,0.1,9gUADxNUpOb1qga9NvNh_A,218.445,2013-09-11 14:21:31 UTC,8,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36"
maze_positioning,default,0Gs8gwOTUOoQMOx3Hw2BtA,144.398,2013-09-11 14:21:36 UTC,121,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,Ix4h_mfXGbyftwQagGot2g,71.02,2013-09-11 14:22:26 UTC,177,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36"
pyramid_building,2.9,Du3SMFmsiopy2x5QWkWHPw,202.689,2013-09-11 14:22:29 UTC,8,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,u80BC0RrM-Atae6dIKnaIw,119.007,2013-09-11 14:23:58 UTC,488,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,Ix4h_mfXGbyftwQagGot2g,12.452,2013-09-11 14:24:04 UTC,3,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36"
robot_positioning,default,sMLaZYJfIhWgvGDvZNy7AQ,3.754,2013-09-11 14:25:59 UTC,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0
varying_visualization,mean & variance,9gUADxNUpOb1qga9NvNh_A,265.064,2013-09-11 14:26:07 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36"
maze_positioning,default,gu69Dsv0qu_9ghhtCIjy-w,95.389,2013-09-11 14:26:57 UTC,227,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0
varying_control,attractive,9gUADxNUpOb1qga9NvNh_A,28.491,2013-09-11 14:27:35 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36"
robot_positioning,default,gu69Dsv0qu_9ghhtCIjy-w,41.827,2013-09-11 14:28:33 UTC,3,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0
maze_positioning,default,9gUADxNUpOb1qga9NvNh_A,34.831,2013-09-11 14:28:35 UTC,232,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36"
robot_positioning,default,9gUADxNUpOb1qga9NvNh_A,35.825,2013-09-11 14:29:29 UTC,7,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.62 Safari/537.36"
varying_control,attractive,qnlBI-rnT6dQGE6yXn8Eig,50.799,2013-09-11 14:30:27 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,sMLaZYJfIhWgvGDvZNy7AQ,62.898,2013-09-11 14:30:37 UTC,3,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0
varying_control,global,qnlBI-rnT6dQGE6yXn8Eig,115.803,2013-09-11 14:32:30 UTC,16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
pyramid_building,1.1,psSkX--QEq-zM36R-v6uSA,328.143,2013-09-11 14:36:05 UTC,8,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,r23PFhc2XyRCj86J_CfBAA,113.327,2013-09-11 14:36:57 UTC,264,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
pyramid_building,8.5,psSkX--QEq-zM36R-v6uSA,329.388,2013-09-11 14:42:01 UTC,8,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,Y4WXMNfyBEfkixxEMbpG0Q,131.36,2013-09-11 14:44:08 UTC,19,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,Ix4h_mfXGbyftwQagGot2g,47.405,2013-09-11 14:45:25 UTC,186,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36"
maze_positioning,default,Y4WXMNfyBEfkixxEMbpG0Q,106.579,2013-09-11 14:46:09 UTC,335,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,7_nqezXoO2kZy2OYyR5jlQ,110.376,2013-09-11 14:46:16 UTC,89,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,7_nqezXoO2kZy2OYyR5jlQ,12.631,2013-09-11 14:46:57 UTC,3,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,Ix4h_mfXGbyftwQagGot2g,2.742,2013-09-11 14:47:11 UTC,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36"
maze_positioning,default,Y4WXMNfyBEfkixxEMbpG0Q,109.108,2013-09-11 14:48:08 UTC,355,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_visualization,mean & variance,psSkX--QEq-zM36R-v6uSA,271.218,2013-09-11 14:52:16 UTC,100,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
pyramid_building,4.1,7_nqezXoO2kZy2OYyR5jlQ,213.757,2013-09-11 14:53:18 UTC,8,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,q94k7EB75SJ0EHjQCPCNIg,124.568,2013-09-11 14:55:15 UTC,325,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
varying_visualization,full-state,7_nqezXoO2kZy2OYyR5jlQ,145.763,2013-09-11 14:56:15 UTC,100,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,8oOTRL1-0DxM80FTNJDwfA,20.291,2013-09-11 18:25:20 UTC,4,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0
robot_positioning,default,q94k7EB75SJ0EHjQCPCNIg,26.389,2013-09-11 14:56:39 UTC,2,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,zOlIKKpFWnUp9kJy0YBiZw,224.154,2013-09-11 15:12:54 UTC,225,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:20.0) Gecko/20100101 Firefox/20.0
maze_positioning,default,psSkX--QEq-zM36R-v6uSA,91.04,2013-09-11 14:57:42 UTC,326,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,WTdYZOFel69dDtSyRmjTag,89.568,2013-09-11 15:15:09 UTC,321,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,WTdYZOFel69dDtSyRmjTag,19.659,2013-09-11 15:16:01 UTC,4,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,zOlIKKpFWnUp9kJy0YBiZw,133.448,2013-09-11 15:16:17 UTC,9,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:20.0) Gecko/20100101 Firefox/20.0
pyramid_building,3.0,WTdYZOFel69dDtSyRmjTag,182.646,2013-09-11 15:19:24 UTC,8,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,PgaUeER-OyYU4KYasdT5aQ,74.73,2013-09-11 15:20:17 UTC,56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.65 Safari/537.36"
maze_positioning,default,PgaUeER-OyYU4KYasdT5aQ,82.132,2013-09-11 15:22:18 UTC,190,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.65 Safari/537.36"
maze_positioning,default,PgaUeER-OyYU4KYasdT5aQ,51.16,2013-09-11 15:23:24 UTC,150,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.65 Safari/537.36"
maze_positioning,default,_fId6O-wEV2V2YiMUg2YOw,121.94,2013-09-11 15:23:26 UTC,131,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,_fId6O-wEV2V2YiMUg2YOw,63.086,2013-09-11 15:24:45 UTC,203,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
maze_positioning,default,PgaUeER-OyYU4KYasdT5aQ,81.206,2013-09-11 15:25:23 UTC,258,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.65 Safari/537.36"
maze_positioning,default,tB_QGyQk7kRvoN5cwrvQoA,222.409,2013-09-11 15:26:43 UTC,320,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Trident/6.0; Touch; .NET4.0E; .NET4.0C; InfoPath.3; Tablet PC 2.0)
maze_positioning,default,_fId6O-wEV2V2YiMUg2YOw,81.269,2013-09-11 15:27:09 UTC,280,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
robot_positioning,default,tB_QGyQk7kRvoN5cwrvQoA,14.86,2013-09-11 15:27:27 UTC,3,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Trident/6.0; Touch; .NET4.0E; .NET4.0C; InfoPath.3; Tablet PC 2.0)
robot_positioning,default,_fId6O-wEV2V2YiMUg2YOw,85.137,2013-09-11 15:28:55 UTC,5,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
